lang_id	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29
2793	Needs secondary billing	Ange sekundära fakturering	Necesita la facturación secundaria 	Necesita la facturación secundaria 		Moet nog extra in rekening gebracht worden										Kebutuhan sekunder penagihan	Απαιτεί δευτερογενή χρέωση 		Necessidades faturamento secundário	Necessidades de faturamento secundário		Ange sekundära fakturering	İkincil fatura gerekiyor			Occorre fatturazione secondaria			dummy
2794	Negative		Negativo	Negativo		Negatief											Αρνητικό		Negativo			Negativ	Negatif			Negativo			dummy
2795	Negatives		Negativos	Negativos		Negativen											Αρνητικά		Negativos				Negatifler			Negativi			dummy
2796	Nerve injury	Nervskada	Lesión del nervio	Lesión del nervio	Nervenverletzung	Zenuw trauma				Nerve skade						Cedera otot	Κάκωση νεύρου		Dano de nervo	A lesão nervosa		Nervskada	Sinir yaralanması			Lesione del nervo			dummy
2797	Neural condition / nerve damage	Neurala tillstånd / nervskada	Condición neural / daño en los nervios	Condición neural / daño en los nervios		Zenuwaandoening / zenuwletsel										Neural kondisi / kerusakan saraf	Νευρολ. κατάσταση / Βλάβη νεύρου		Condição neural / dano de nervo	Condição Neural / dano nervoso		Neurala tillstånd / nervskada	Sinir hastalığı / sinir hasarı			Condizione neurale/danno al nervo			dummy
2798	Neuro Numbness		Entumecimiento Neuro 	Entumecimiento Neuro 		Zenuwdoofheid											Νευρολ. αιμωδία		Entorpecimento de Neuro	Neuro Dormência			Sinirsel Uyuşma						dummy
2799	Neuro Weakness		Debilidad Neura 	Debilidad Neura 		Zenuwzwakte											Νευρολ. Αδυναμία		Fraqueza de Neuro	Fraqueza Neuro			Sinirsel Zayıflık						dummy
2800	Neurologic		Neurológico 	Neurológico 	Neurologisch	Neurologisch											Νευρολογικό		Neurologico	Neurológicas			Nörolojik			Neurologico			dummy
2801	Never		Nunca	Nunca		Nooit											Ποτέ		Nunca			Aldrig	Asla			Mai			dummy
2802	Never Alcohol					Nooit alcohol											Ποτέ οινόπνευμα					Aldrig alkohol	Hiç Alkol Kullanmamış			Mai Alcohol			dummy
2803	Never smoker					Nooit gerookt											Ποτέ καπνιστής					Aldrig ryger	Hiç Sigara İçmamiş			Mai Fumatore			dummy
2804	New	Ny	Nuevo	Nuevo	Neu	Nieuw				Ny			Новое			Baru	Νέο		Novo	Novo		Ny	Yeni			Nuovo			dummy
2805	New =>	Ny =>	Nuevo=>	Nuevo=>	Neu =>	Nieuw =>				Ny=>			Новое =>			Baru =>	Νέο =>		Novo =>	Novo =>		Ny =>	Yeni=>			Nuovo =>			dummy
2806	New Acceptors	Nya mottagare	Nuevos aceptadores 	Nuevos aceptadores 		Nieuw geaccepteerden										Baru Acceptors	Νέοι Αποδέκτες 		Aceitantes novos	Nova Aceitadores		Nye modtagere	Yeni Alıcılar						dummy
2807	New Allergy		Nueva alergia 	Nueva alergia 	Neue Allergien	Nieuwe allergie										Baru Allergy	Νέα Αλλεργία		Alergia nova	Nova Alergia		Ny allergi	Yeni Alerji			Nuova Allegia			dummy
2808	New Appointment	Nytt möte	Cita Nueva	Cita Nueva	Neue Termine	Nieuwe afspraak				Ny Avtale						Baru Penunjukan	Νέο Ραντεβού		Nova Marcação	Nova Consulta		Ny aftale	Yeni Randevu			Nuovo Appuntamento			dummy
2809	New Categories	Nya kategorier	Categoria Nueva	Categoria Nueva	Neue Kategorien	Nieuwe categorie				Nye Kategorier			Новые Категории			Kategori Baru	Νέες Κατηγορίες		Categorias novas	Novas Categorias		Nye kategorier	Yeni Kategoriler			Nuove Categorie			dummy
2810	New Category		Nueva Categoría 	Nueva Categoría 	Neue Kategorie	Nieuwe categorie							Новая Категория				Νέα Κατηγορία		Categoria nova	Nova Categoria		Ny kategori	Yeni Kategori			Nuova Categoria			dummy
2811	New Clients	Nya kunder	Cliente Nuevo	Cliente Nuevo	Neue Klienten	Nieuwe client				Nye Klienter			Новые Клиенты			Klien Baru	Νέοι Πελάτες		Clientes novos	Novos pacientes		Nye kunder	Yeni Müşteriler			Nuovi Clienti			dummy
2812	New Consultation	Ny konsultation	Nueva consulta 	Nueva consulta 	Neue Konsultation	Nieuw							Новая консультация			Konsultasi baru	Νέα Επίσκεψη		Consulta nova	Nova Consulta		Ny konsultation	Yeni Konsültasyon			Nuova Consulenza			dummy
2813	New Crop					Nieuwe voorraad																Ny gruppe							dummy
2814	New Definition set added	Nytt definitionset tillagt	Nueva definición añadido	Nueva definición añadido	Neue Definitionen hinzugefügt	Nieuwe definitie set toegevoegd										Definisi baru menetapkan ditambahkan	Νέο σύνολο Ορισμών εισήχθη		Jogo de Definição novo somou	Novo conjunto de definições adicionados		Nytt definitionset tillagt	Yeni Tanı dizisi eklendi						dummy
2815	New Document		Nuevo documento 	Nuevo documento 	Neues Dokument	Nieuw document											Νέο Έγγραφο		Documento novo	Novo Documento		Nyt dokument	Yeni Belge			Nuovo Documento			dummy
2816	New Encounter					Nieuwe encounter											Νέα Επίσκεψη					Nyt møde	Yeni Görüşme			Nuovo Incontro			dummy
2817	New Encounter Form	Nya Patientbesöksformulär	Nueva forma del encuentro	Nueva forma del encuentro	Neues Fall-Formular	Nieuw contact formulier										Formulir baru Encounter	Νέα Έντυπο Επίσκεψης		Forma de Encontro nova	Formulário de nova consulta		Nya Patientbesöksformulär	Yeni Görüşme Formu			Modulo Nuovo Incontro			dummy
2818	New encounters not authorized	Nya möten som inte godkänts	Nuevos encuentros no autorizados 	Nuevos encuentros no autorizados 	Neue Fälle nicht erlaubt	Nieuw contact niet geautoriseerd										Baru menemukan tidak diizinkan	Νέες επισκέψεις δεν επιτρέπονται	New encounters not authorised	Encontros novos não autorizaram	Nova consulta não autorizada		Nya möten som inte godkänts	Yeni görüşmelere izin verilmiyor			Nuovi incontri non autorizzati			dummy
2819	New Enctr		Nuevos Enctr	Nuevos Enctr		Nieuw contact										Baru Enctr	Νέα επισκ		Enctr novo	Nova Consulta			Yeni Görüşme			Nuovo Inc.			dummy
2820	New Facility Information	Nya Klinikinformation	Nueva información de la facilidad 	Nueva información de la facilidad 	Informationen zu neuer Einrichtung	Informatie nieuwe locatie										Informasi Fasilitas Baru	Πληροφ. Νέας Έδρας		Nova Clínica	Informações da Nova Clínica		Nya Klinikinformation	Yeni Tesis Bilgisi			Informazione nuova sede			dummy
2821	New Group	Ny grupp	Grupo Nuevo	Grupo Nuevo	Neue Gruppe	Nieuwe groep				Ny Gruppe			Новая группа			Grup Baru	Νέα Ομάδα 		Grupo novo	Novo Grupo		Ny grupp	Yeni Grup			Nuovo Gruppo			dummy
2822	New Group Information		Nuevo Grupo de Información 	Nuevo Grupo de Información 	Informationen zu neuer Gruppe	Nieuwe groepsinformatie											Πληροφ. για Νέα Ομάδα 		Informação de Grupo nova	Novo Grupo de Informação		Ny gruppeinformation	Yeni Grup Bilgisi			Informazione Nuovo Gruppo			dummy
2823	New Inj/Status					Nieuwe inj/status																				Nuovo Les/Status			dummy
2824	New Limit of Events	Ny begränsning av händelser	Nuevo límite de Eventos	Nuevo límite de Eventos	Neues Limit für Ereignisse	Nieuwe limiet voor gebeurtenissen										Batas Acara baru	Νέο Όριο Συμβάντων		Limite novo de Eventos	New Limit de Eventos		Ny begränsning av händelser	Yeni Olaylar Sınırı			Nuovo Limite di eventi			dummy
2825	New List		Nueva Lista 	Nueva Lista 	Neue Liste	Nieuwe lijst							Новый Список				Νέος Κατάλογος 		Lista nova	Nova Lista		Ny liste	Yeni Liste			Nuovo Elenco			dummy
2826	New Orders					Nieuwe orders											Νέες Εντολές						Yeni Order lar			Nuovi Ordini			dummy
2827	New Paragraph		Nuevo Parafo			Nieuwe paragraaf							Новый Параграф									Ny regel				Nuovo Paragrafo			dummy
2828	New Password		Nueva Contraseña			Nieuw paswoord							Новый Пароль									Nyt kodeord				Nuova Password			dummy
2829	New Patient	Ny Patient	Nuevo Paciente	Paciente Nuevo	Neuer Patient	Nieuwe patient				Ny Pasient						Pasien baru	Νέος Ασθενής 		Novo Utente	Novo Paciente		Ny Patient	Yeni Hasta			Nuovo Paziente			dummy
2830	NEW PATIENT		NUEVO PACIENTE			Nieuwe Patient		NOUVEAU PATIENT					НОВЫЙ ПАЦИЕНТ						NOVO UTENTE			Ny patient	YENİ HASTA			NUOVO PAZIENTE			dummy
2831	New Patient Encounter	Nytt Patientbesök	Nuevo Encuentro de Paciente	Nuevo Encuentro de Paciente	Neues Patienten-Fallformular	Nieuw patientencontact										Pasien baru Encounter	Νέα Επίσκεψη ασθενούς		Consulta de Novo Utente	Consulta de novo paciente		Nyt patientbesøg	Yeni Hasta Görüşmesi			Incontro Nuovo Paziente			dummy
2832	New Patient Form		Formulario de Nuevo Paciente	Formulario de paciente nuevo		Formulier nieuwe patient											Νέο Έντυπο Ασθενούς		Formulário de Novo Utente			Ny patientformular	Yeni Hasta Formu			Modulo Nuovo Paziente			dummy
2833	New Patient ID	Nytt patient-ID	Identificación de Nuevo Paciente	Identificación del Paciente Nuevo 	Neue Patienten-ID	ID nieuwe patient										Pasien baru ID	Νέος Κωδικός Ασθενούς		ID Novo Utente	Novo Paciente ID		Nytt patient-ID	Yeni Hasta ID			ID Nuovo Paziente			dummy
2834	New Payment		Nuevo Pago			Nieuwe betaling											Νέα Πληρωμή		Novo Pagamento			Ny betaling	Yeni Ödeme			Nuovo Pagamento			dummy
2835	New Pt		Nuevos Pt	Nuevos Pt	Neuer Patient	Nieuwe pt										Baru Pt	Νέος Ασθ		Pt novo	Novo Pt		Ny patient	Yeni Hasta						dummy
2836	New results from Lab Exchange					Nieuwe resultaten van Lab uitwisseling											Νέα αποτελέσματα από την Ανταλλαγή Εργαστηριακών						Lab Değişimden yeni sonuçlar						dummy
2837	New Search		Nueva Busqueda	Busqueda nueva		Nieuwe zoekactie		Nouvelle recherche					Новый Поиск				Νέα Αναζήτηση					Ny søgning	Yeni Arama			Nuova Ricerca			dummy
2838	New Submissions	Nya förslag	Nuevas sumisiones 	Nuevas sumisiones 		Nieuw toevoeging										Baru Submissions	Νέες Αποστολές		Submissões novas	Submissões Novo		Nya förslag	Yeni Başvurular			Nuovi Inserimenti			dummy
2839	New User	Ny användare	Nuevo Usuario	Usuario Nuevo	Neuer Benutzer	Nieuwe gebruiker		Nouvel utilisateur		Ny Bruker			Новы Пользователь			Pengguna Baru	Νέος Χρήστης		Novo Utilizador	Novo Usuário		Ny bruger	Yeni Kullanıcı			Nuovo Utente			dummy
2840	New Visit	Nytt besök	Nueva visita	Nueva visita	Neue Termine	Nieuw consult		Nouvelle visite					Новый Визит			Kunjungi baru	Νέα Επίσκεψη		Nova Visita	Nova Visita		Nyt besøg	Yeni Vizit			Nuova Visita			dummy
2841	New/Search	Ny/Sök	Nuevo/búsqueda 	Nuevo/búsqueda 	Neu/Suche	Nieuw/Zoeken		Nouveau/Recherche					Новый/Поиск			Baru / Cari	Νέος/Αναζήτηση		Novo/Procura	Novo / Buscar		Ny/Søg	Yeni / Ara			Nuovo/Cerca			dummy
2842	NewCrop Account Status					Nieuwe voorraad Account status																							dummy
2843	NewCrop Admin					NewCrop Admin																Ny gruppe admin							dummy
2844	NewCrop call failed					NewCrop aanroepen mislukt																							dummy
2845	NewCrop Doctor					NewCrop Dokter																							dummy
2846	NewCrop eRx Name					NewCrop eRx naam																							dummy
2847	NewCrop eRx Partner Name					NewCorp eRx Partner Naam																							dummy
2848	NewCrop eRx Password					Newcorp Paswoord																							dummy
2849	NewCrop eRX Role					NewCrop eRx rol																							dummy
2850	NewCrop eRx Role					NewCrop eRx rol																							dummy
2851	NewCrop eRx Site Address					NewCrop eRx Site adres																							dummy
2852	NewCrop eRx Web Service Address					NewCrop eRx Web Service Adres																							dummy
2853	NewCrop Manager					NewCrop Manager																							dummy
2854	NewCrop MedEntry					NewCrop MedEntry																							dummy
2855	NewCrop Midlevel Prescriber					NewCorp Midlevel voorschrijver																							dummy
2856	NewCrop Nurse					NewCrop Midlevel Verleegkundige																							dummy
2857	NewCrop Supervising Doctor					NewCrop Supervisor Dokter																							dummy
2858	Newspaper	Dagstidning	Periódico	Periódico	Zeitung	Krant							Газета			Koran	Εφημερίδα		Jornal	Jornal		Avis	Gazete			Giornale			dummy
2859	Next	Nästa	Próximo	Próximo	Weiter	Volgende 		Suivant		Neste			Следующий			Berikutnya	Επόμενο		Próximo	Próximo		Næste	Sonraki 			Successivo			dummy
2860	Next Day	Nästa dag	Próximo Dia	Próximo Dia	Nächster Tag	Volgende dag		Jour suivant		Neste Dag			Следующий День			Hari Berikutnya	Επόμενη Μέρα		Próximo Dia	Próximo Dia		Næste dag	Sonraki Gün			Giorno Successivo			dummy
2861	Next Month	Nästa Månad	Próximo mes	Próximo mes	Nächster Monat	Volgende maand		Mois suivant		Neste Måned			Следующий Месяц			Bulan berikutnya	Επόμενος Μήνας		Próximo Mês	Próximo Mês		Næste måned	Sonraki Ay			Mese Successivo			dummy
2862	Next month (hold for menu)		Proxima semana	Proxima semana		Volgende maand (ingedrukt houden voor menu)							#Следующий месяц (выпадающее меню)				Επόμ. Μήνας (κρατήστε πατημένο για εμφάνιση μενού)		Próximo Mês (menu)			Næste måned (hold for menu)	Sonraki Ay (menü için basılı tutun)			Mese successivo (mantieni per il menu)			dummy
2863	Next Week	Nästa vecka	Próxima semana	Próxima semana	Nächste Woche	Volgende week		Semaine suivante		Neste Uke			Следующая Неделя			Minggu berikutnya	Επόμενη Εβδομάδα		Próxima Semana	Próxima Semana		Næste uge	Sonraki Hafta			Settimana Successiva			dummy
2864	Next year (hold for menu)		Año siguiente (Presione para el menu	Año siguiente (Presione para el menu		Volgend jaar (ingedrukt houden voor menu)							#Следующий год (выпадающее меню)				Επόμ. έτος (κρατήστε πατημένο για εμφάνιση μενού)		Próxima Semana (menu)			Næste år (hold for menu)	Sonraki Yıl (menü için basılı tutun)			Anno successivo (mantieni per il menu)			dummy
2865	Nickname	Alias	Apodo	Apodo	Spitzname	Alias		Pseudonyme		Kallenavn			Псевдоним			Nickname	Ψευδώνυμο		Alcunha	Apelido		Alias	Takma isim			Soprannome			dummy
2866	Night Sweats	Nattliga svettningar	Sudores nocturnos	Sudores nocturnos	Nächtliches Schwitzen	Nacht zweten										Night Sweats	Νυχτερινές εφιδρώσεις 		Suores Noturnos	Suores noturnos		Nattliga svettningar	Gece Terlemeleri			Sudorazione notturna			dummy
2867	Nl ext genitalia, vag mucosa, cervix		Órganos genitales de la extensión de NL, mucosa de vag, cuello uterino	Órganos genitales de la extensión de NL, mucosa de vag, cuello uterino	Unauffälliges äußeres Genitale, vaginale Mukosa, Zervix	Normale ext genitalien, vag mucose, cervix										Nl ext kemaluan, vag mucosa, tengkuk	έξω γενν όργ, κολπικός βλενν, τράχηλος		Nl ext genitália, mucosa de vag, cerviz,	Genitais ext Nl, vag mucosa, colo do útero			Dış genitaller, vaginal mukoza, serviks normal						dummy
2868	NO	NEJ	NO	NO	Nein	NEE				NEI			НЕТ			NO	ΟΧΙ		NÃO	Não		NEJ	HAYIR			NO			dummy
2869	No	Nej	No	No	Nein	Nee				Nei			Нет			Tidak	Όχι		Não	Não		Nej	Hayır			No			dummy
2870	No access	Ingen tillgång	No tienen acceso	No tienen acceso	Kein Zugriff	Geen toegang				Ingen tilgang			Нет доступа			Tidak ada akses	Καμία πρόσβαση 		Sem acesso	Sem acesso		Ingen adgang	Giriş yok			Nessun accesso			dummy
2871	No active patient reminders.					Geen actieve patient reminders													Não há lembretes							Nessun promemoria paziente attivo			dummy
2872	No adenopathy (2 areas required)		No adenopatías (2 áreas requeridas)	No adenopatías (2 áreas requeridas)		Geen adenopathie (2 gebieden nodig)										Tidak adenopathy (2 daerah diperlukan)	Καμία αδενοπάθεια (απαιτούνται 2 περιοχές) 		Nenhum adenopathy (2 áreas requereram)	No adenopatia (2 áreas necessárias)			Adenopati yok (2 alan gerekiyor)			No adenopatia (richieste due aree)			dummy
